incident_datetime,incident_cord_x,incident_cord_y,num_victims,location_type,Crime_Type
19-Aug-2044 06:30:00,26.6170685291187,-38.4410098600219,1,13,BURGLARY-RESIDENCE
01-Mar-2044 15:20:00,26.6172742212393,-38.4413086809989,1,4,LARCENY-NON VEHICLE
24-Jan-2044 14:15:00,26.6159186770338,-38.4399744153226,1,33,LARCENY-FROM VEHICLE
20-Feb-2044 15:00:00,26.62384445493,-38.4428124367615,1,10,LARCENY-FROM VEHICLE
07-Oct-2044 10:40:00,26.6167236645436,-38.439753700261,1,13,AUTO THEFT
20-Jul-2044 15:00:00,26.6189313088911,-38.4425382116193,1,10,AUTO THEFT
10-Jul-2044 12:10:00,26.6169341051546,-38.4440804267842,1,15,LARCENY-NON VEHICLE
08-Nov-2044 13:30:00,26.6202856035578,-38.4449935238704,1,15,LARCENY-FROM VEHICLE
10-Sep-2044 21:00:00,26.6207125328765,-38.4412087278798,1,10,LARCENY-FROM VEHICLE
14-Mar-2044 13:30:00,26.6188925884971,-38.4448760646567,2,10,LARCENY-FROM VEHICLE
21-Aug-2044 03:00:00,26.6240921930497,-38.4451066324726,1,17,AGG ASSAULT
28-Jan-2044 16:30:00,26.619385639413,-38.4438489744846,1,29,LARCENY-NON VEHICLE
14-Nov-2044 20:30:00,26.6247592714738,-38.4448984344707,1,13,AUTO THEFT
14-Feb-2044 17:00:00,26.6195821327464,-38.4429202045779,1,10,LARCENY-FROM VEHICLE
03-Jun-2044 20:00:00,26.6214696742105,-38.4416069123604,1,13,ROBBERY-PEDESTRIAN
06-Sep-2044 16:30:00,26.6168908082077,-38.4450415856014,1,4,LARCENY-NON VEHICLE
21-Jun-2044 17:00:00,26.6272204681306,-38.4426689494151,1,0,LARCENY-FROM VEHICLE
09-Oct-2044 13:00:00,26.6240503276186,-38.44620976662,1,0,LARCENY-FROM VEHICLE
15-Oct-2044 15:30:00,26.6166377131194,-38.4425290641047,1,13,ROBBERY-PEDESTRIAN
19-Jul-2044 16:31:00,26.6242047108787,-38.4450796081551,1,4,LARCENY-NON VEHICLE
23-Oct-2044 23:00:00,26.6152423835341,-38.445210493122,1,13,LARCENY-FROM VEHICLE
28-May-2044 16:26:00,26.6227100382259,-38.4445344109885,1,13,LARCENY-FROM VEHICLE
30-Apr-2044 20:30:00,26.6273618384331,-38.4427197251778,1,10,LARCENY-FROM VEHICLE
25-Dec-2044 08:30:00,26.6205196580127,-38.4432511800003,1,10,LARCENY-FROM VEHICLE
02-Jun-2044 23:00:00,26.6185183634942,-38.4418739512703,1,17,BURGLARY-RESIDENCE
21-Mar-2044 20:00:00,26.617909286395,-38.4431699989603,1,33,BURGLARY-NONRES
05-Mar-2044 19:00:00,26.622369866049,-38.4447807299771,1,13,BURGLARY-RESIDENCE
15-May-2044 16:58:00,26.6176758450284,-38.4417997305427,1,14,LARCENY-NON VEHICLE
04-Jun-2044 22:47:00,26.6184244961645,-38.4421965930969,2,17,BURGLARY-RESIDENCE
23-Dec-2044 23:45:00,26.6171161404971,-38.4437190539929,1,10,AUTO THEFT
13-Sep-2044 23:25:00,26.6249715844978,-38.445804045212,1,0,AGG ASSAULT
22-Sep-2044 11:00:00,26.6186239675553,-38.4444596827463,1,33,LARCENY-FROM VEHICLE
31-Dec-2044 21:30:00,26.6202097221334,-38.4453679069147,1,10,AUTO THEFT
05-Oct-2044 10:01:00,26.6216774417372,-38.4418292825279,1,13,BURGLARY-RESIDENCE
30-Mar-2044 11:00:00,26.6215563052495,-38.4438236166345,2,13,BURGLARY-RESIDENCE
18-Mar-2044 19:30:00,26.6168931121387,-38.4449762932841,1,0,LARCENY-NON VEHICLE
06-Sep-2044 03:30:00,26.6204853775636,-38.4425575671597,1,5,LARCENY-FROM VEHICLE
20-Aug-2044 14:00:00,26.6186575290278,-38.4414038315311,1,22,LARCENY-NON VEHICLE
05-Aug-2044 20:28:00,26.6211695548049,-38.4417715707161,1,0,AGG ASSAULT
10-Feb-2044 17:40:00,26.616632201256,-38.4450468984882,1,16,LARCENY-NON VEHICLE
02-Sep-2044 17:00:00,26.6199861731579,-38.4439953503947,1,10,LARCENY-FROM VEHICLE
26-Apr-2044 14:48:00,26.6244499547253,-38.4442920588491,1,13,AGG ASSAULT
12-Aug-2044 13:00:00,26.6156438687522,-38.4444742760366,1,17,LARCENY-NON VEHICLE
25-Oct-2044 20:30:00,26.622125910826,-38.4438773318926,0,15,AUTO THEFT
21-Feb-2044 14:30:00,26.6180336506994,-38.4419675495851,1,10,LARCENY-FROM VEHICLE
03-Dec-2044 01:00:00,26.6203531146148,-38.4422018896288,1,10,ROBBERY-PEDESTRIAN
20-Jun-2044 18:00:00,26.6216344095585,-38.4443746437191,1,10,AUTO THEFT
23-Aug-2044 09:00:00,26.6168334878593,-38.4440542585442,1,10,LARCENY-FROM VEHICLE
05-Jun-2044 18:00:00,26.6260386855569,-38.4432601865204,1,31,LARCENY-NON VEHICLE
04-Jul-2044 20:30:00,26.6177376766646,-38.4433004485882,1,33,LARCENY-FROM VEHICLE
10-Jul-2044 22:30:00,26.6239947147019,-38.4428696148607,1,17,LARCENY-FROM VEHICLE
13-Aug-2044 19:00:00,26.6171658804262,-38.4441440370004,1,10,LARCENY-FROM VEHICLE
27-Nov-2044 05:00:00,26.620668638045,-38.4432458705439,1,17,BURGLARY-RESIDENCE
01-Oct-2044 05:00:00,26.6174697352669,-38.4432920470299,1,10,AUTO THEFT
12-Jun-2044 14:30:00,26.6171319612724,-38.4413345924004,1,16,LARCENY-NON VEHICLE
16-Aug-2044 18:00:00,26.6233412650176,-38.4457181857996,1,13,AUTO THEFT
09-Aug-2044 04:12:00,26.6201092378619,-38.4410140159217,1,17,AGG ASSAULT
23-Sep-2044 23:00:00,26.6196125849062,-38.44384012873,1,5,LARCENY-FROM VEHICLE
26-Jul-2044 18:32:00,26.6261788149157,-38.4425872625306,3,17,ROBBERY-RESIDENCE
27-Mar-2044 17:41:00,26.6190127358577,-38.4426892795246,1,14,LARCENY-NON VEHICLE
12-Nov-2044 18:00:00,26.6184694462784,-38.4430171680893,1,5,AUTO THEFT
29-May-2044 15:00:00,26.6264969142076,-38.4436128648962,1,10,AUTO THEFT
05-Feb-2044 09:20:00,26.622728819833,-38.4467392577241,2,0,LARCENY-FROM VEHICLE
26-Jul-2044 08:45:00,26.6167788169912,-38.4450318569713,1,14,LARCENY-FROM VEHICLE
10-Nov-2044 02:00:00,26.6188385944908,-38.4400917386113,1,0,AGG ASSAULT
19-May-2044 10:00:00,26.6201347758131,-38.4471045523672,1,5,LARCENY-FROM VEHICLE
01-Dec-2044 23:00:00,26.6182856735687,-38.4431111135785,1,0,LARCENY-NON VEHICLE
29-Oct-2044 16:00:00,26.6198727262791,-38.4438136366833,1,5,LARCENY-FROM VEHICLE
15-Feb-2044 23:45:00,26.6193310599195,-38.4425389924257,1,10,LARCENY-FROM VEHICLE
25-Aug-2044 13:00:00,26.6203794958769,-38.4434467966835,1,13,BURGLARY-RESIDENCE
17-Feb-2044 19:30:00,26.6203291137671,-38.442260078848,1,17,AGG ASSAULT
24-Oct-2044 02:57:00,26.6192294506085,-38.4414072593474,0,13,LARCENY-NON VEHICLE
19-Oct-2044 16:00:00,26.6161163012193,-38.4399417590094,1,13,BURGLARY-RESIDENCE
04-Jul-2044 22:09:00,26.6171581435973,-38.441277208448,1,0,LARCENY-NON VEHICLE
28-Aug-2044 03:00:00,26.6209692179551,-38.44343525112,1,13,LARCENY-FROM VEHICLE
08-Sep-2044 17:00:00,26.6202839426152,-38.4422744120215,1,17,BURGLARY-RESIDENCE
09-Jan-2044 12:00:00,26.6215308631119,-38.4436913020706,1,0,ROBBERY-RESIDENCE
19-Aug-2044 06:05:00,26.6220365294587,-38.4427900801761,1,13,BURGLARY-RESIDENCE
12-May-2044 00:00:00,26.6191084736137,-38.4405983861299,1,33,BURGLARY-NONRES
12-Oct-2044 23:00:00,26.6164561860083,-38.4438858871952,1,10,LARCENY-FROM VEHICLE
13-Apr-2044 19:40:00,26.6205865209054,-38.4431283743172,1,0,LARCENY-FROM VEHICLE
13-Jan-2044 23:15:00,26.6180399953626,-38.4426857841176,2,5,ROBBERY-PEDESTRIAN
17-Jan-2044 05:26:00,26.6210881876621,-38.4438049483088,1,30,ROBBERY-COMMERCIAL
02-Jan-2045 15:28:00,26.6210999527904,-38.4427648996886,1,13,ROBBERY-RESIDENCE
20-Feb-2044 20:40:00,26.6163086645032,-38.4434482662905,1,33,AGG ASSAULT
31-Oct-2044 18:00:00,26.6206012453741,-38.4431650186082,1,5,LARCENY-NON VEHICLE
27-Jun-2044 15:00:00,26.6172322770845,-38.4448970232704,1,10,LARCENY-FROM VEHICLE
20-Apr-2044 08:00:00,26.6216695402512,-38.4424141003195,2,17,BURGLARY-RESIDENCE
29-Oct-2044 08:30:00,26.6186549583655,-38.4430658149436,1,10,LARCENY-NON VEHICLE
28-Jul-2044 16:07:00,26.6174196403267,-38.4424076584043,1,5,LARCENY-FROM VEHICLE
12-Nov-2044 15:40:00,26.6162471928004,-38.4447232619723,1,31,LARCENY-NON VEHICLE
30-Sep-2044 01:01:00,26.622697439767,-38.4452118264405,1,0,AUTO THEFT
13-Jun-2044 13:30:00,26.6198259790214,-38.443597247401,1,10,LARCENY-FROM VEHICLE
17-Nov-2044 08:50:00,26.6211386228695,-38.4397278474799,1,13,LARCENY-NON VEHICLE
28-Mar-2044 01:20:00,26.6190425363398,-38.4421262371495,1,18,AGG ASSAULT
01-Feb-2044 13:00:00,26.6221944328457,-38.4405776673775,1,17,LARCENY-NON VEHICLE
05-Nov-2044 01:00:00,26.6222229355313,-38.4433676959577,1,13,LARCENY-NON VEHICLE
04-Aug-2044 01:00:00,26.6182427945515,-38.4423724463128,1,5,AGG ASSAULT
01-Oct-2044 16:30:00,26.6220074619778,-38.4431726833859,1,14,AUTO THEFT
25-Mar-2044 16:34:00,26.620982322865,-38.440149359169,1,5,AGG ASSAULT
30-Jul-2044 23:18:00,26.6268850090321,-38.4433520203291,1,13,LARCENY-FROM VEHICLE
18-Aug-2044 21:45:00,26.6203794809269,-38.4432826926228,1,5,LARCENY-FROM VEHICLE
16-Jan-2044 19:00:00,26.6206204463082,-38.4410705376568,1,17,LARCENY-FROM VEHICLE
01-Dec-2044 17:00:00,26.617078209391,-38.4423810890222,1,15,LARCENY-NON VEHICLE
17-Sep-2044 16:30:00,26.6171138974747,-38.4417499495678,1,14,LARCENY-NON VEHICLE
08-Aug-2044 13:00:00,26.6214820119923,-38.4436797123826,1,13,BURGLARY-RESIDENCE
09-Dec-2044 14:00:00,26.6201993050811,-38.441462039868,1,15,LARCENY-FROM VEHICLE
02-Apr-2044 16:15:00,26.6224592718281,-38.4444612735709,1,5,LARCENY-FROM VEHICLE
10-Feb-2044 10:30:00,26.62032642206,-38.4421526728683,1,19,BURGLARY-NONRES
17-Jun-2044 16:38:00,26.6160206083488,-38.4448170084691,1,31,LARCENY-NON VEHICLE
16-Apr-2044 20:59:00,26.6277062600536,-38.444607752499,1,33,LARCENY-NON VEHICLE
17-Jun-2044 23:00:00,26.618716714373,-38.442708063914,1,10,LARCENY-FROM VEHICLE
06-May-2044 16:30:00,26.6239570981484,-38.446688487183,1,26,LARCENY-NON VEHICLE
01-Oct-2044 10:00:00,26.624688080125,-38.4452807905868,1,13,AGG ASSAULT
01-Sep-2044 23:00:00,26.6174803945798,-38.4431878579663,1,13,AUTO THEFT
17-May-2044 03:17:00,26.6230028960271,-38.4457498288297,1,0,AGG ASSAULT
23-Nov-2044 14:10:00,26.6198345413698,-38.4435972871995,1,10,LARCENY-FROM VEHICLE
17-Apr-2044 03:00:00,26.6172656290026,-38.4417444477065,1,5,ROBBERY-PEDESTRIAN
03-Jul-2044 14:00:00,26.6271939244751,-38.4425501212441,1,0,LARCENY-NON VEHICLE
09-Mar-2044 20:30:00,26.6195841371809,-38.4447383106766,1,0,LARCENY-NON VEHICLE
09-Dec-2044 17:30:00,26.6179605607337,-38.4428097881802,1,33,LARCENY-FROM VEHICLE
27-Aug-2044 16:00:00,26.6181266844097,-38.441190963209,1,4,LARCENY-NON VEHICLE
24-Feb-2044 21:45:00,26.6212471066925,-38.4463655604751,1,15,LARCENY-FROM VEHICLE
29-Aug-2044 19:00:00,26.6271939244751,-38.4425501212441,1,10,AUTO THEFT
10-Jun-2044 09:00:00,26.6222715331482,-38.4453562271415,1,13,LARCENY-NON VEHICLE
06-Feb-2044 03:30:00,26.6204853775636,-38.4425575671597,1,14,AUTO THEFT
16-Feb-2044 15:30:00,26.6184712008711,-38.4418871466196,1,5,LARCENY-FROM VEHICLE
13-Jul-2044 21:14:00,26.623561204997,-38.44517026255,1,10,LARCENY-FROM VEHICLE
21-Dec-2044 11:00:00,26.6241706423184,-38.4467412399686,1,33,LARCENY-FROM VEHICLE
10-Sep-2044 16:00:00,26.6275295077842,-38.4438768502888,1,13,AUTO THEFT
05-Feb-2044 13:00:00,26.6271006694142,-38.4425422751496,3,33,LARCENY-FROM VEHICLE
24-Jun-2044 15:00:00,26.6213499487766,-38.440316172237,1,10,AUTO THEFT
30-May-2044 02:22:00,26.6194173571936,-38.4426491723926,3,10,ROBBERY-PEDESTRIAN
18-Sep-2044 01:00:00,26.6161272903119,-38.4444858080532,3,10,LARCENY-FROM VEHICLE
31-May-2044 13:00:00,26.6178962029729,-38.4418440250929,1,10,LARCENY-NON VEHICLE
27-Jun-2044 18:00:00,26.61968540896,-38.4418124568634,1,33,LARCENY-NON VEHICLE
31-Aug-2044 13:00:00,26.6206631054426,-38.4430093586136,1,5,LARCENY-FROM VEHICLE
01-Oct-2044 10:10:00,26.6198345413698,-38.4435972871995,1,0,LARCENY-FROM VEHICLE
06-Jun-2044 09:00:00,26.6260993228092,-38.443549356028,1,13,AUTO THEFT
02-Jan-2045 20:39:00,26.6197677776156,-38.4416058758082,0,0,LARCENY-NON VEHICLE
21-Dec-2044 20:50:00,26.6159435508744,-38.4398915812184,1,13,AGG ASSAULT
05-Oct-2044 20:00:00,26.6208035104874,-38.4435703963482,1,2,AGG ASSAULT
01-Aug-2044 02:00:00,26.6190538932772,-38.4405424991824,1,13,LARCENY-NON VEHICLE
21-Dec-2044 16:15:00,26.6256621248068,-38.4462321093093,2,13,LARCENY-FROM VEHICLE
15-Jan-2044 15:00:00,26.6195631318226,-38.4413341196682,1,5,AGG ASSAULT
27-Feb-2044 20:30:00,26.6239844943349,-38.4433556209089,1,13,BURGLARY-RESIDENCE
08-May-2044 20:00:00,26.6208563221712,-38.4463941641038,1,13,LARCENY-NON VEHICLE
25-Jan-2044 18:30:00,26.6166183451231,-38.441232583329,3,10,LARCENY-FROM VEHICLE
02-Jan-2045 20:00:00,26.6167090570992,-38.4417361152795,1,5,LARCENY-FROM VEHICLE
06-May-2044 07:30:00,26.6221937597272,-38.446762625179,1,13,BURGLARY-RESIDENCE
06-Nov-2044 01:00:00,26.6189897683978,-38.4424855945614,1,10,LARCENY-FROM VEHICLE
10-Sep-2044 15:30:00,26.618716714373,-38.442708063914,1,5,ROBBERY-PEDESTRIAN
06-May-2044 14:05:00,26.6173197695737,-38.4442006420361,1,17,BURGLARY-RESIDENCE
22-Sep-2044 20:50:00,26.6198886724204,-38.4438042205745,1,14,LARCENY-FROM VEHICLE
28-Aug-2044 23:00:00,26.6207135496282,-38.4432909398594,1,33,ROBBERY-PEDESTRIAN
26-Sep-2044 18:44:00,26.6162471928004,-38.4447232619723,1,31,LARCENY-NON VEHICLE
12-Apr-2044 22:30:00,26.6196971214979,-38.4416347619045,1,2,AGG ASSAULT
19-Apr-2044 14:26:00,26.6198838003326,-38.440241181715,1,13,ROBBERY-PEDESTRIAN
18-May-2044 15:49:00,26.6205927723901,-38.4410022332824,1,17,ROBBERY-PEDESTRIAN
24-Jun-2044 12:15:00,26.6200055474502,-38.4434806084205,1,32,LARCENY-FROM VEHICLE
05-Sep-2044 02:00:00,26.6157884012585,-38.4405422487794,1,13,LARCENY-FROM VEHICLE
25-Jan-2044 19:30:00,26.6210628012807,-38.4430506906499,2,13,BURGLARY-RESIDENCE
25-Oct-2044 03:49:00,26.6167540753195,-38.4412770488062,2,13,LARCENY-FROM VEHICLE
07-Sep-2044 19:50:00,26.6270095550362,-38.4440852961053,1,13,AGG ASSAULT
05-Feb-2044 13:00:00,26.6179605607337,-38.4428097881802,3,26,AGG ASSAULT
15-Oct-2044 01:25:00,26.6195843214687,-38.4467318236319,1,10,AUTO THEFT
05-May-2044 17:00:00,26.6214078290803,-38.4411626617881,1,16,ROBBERY-PEDESTRIAN
22-Nov-2044 16:56:00,26.6185945878681,-38.442707983596,1,4,LARCENY-NON VEHICLE
12-Dec-2044 21:00:00,26.6208211099902,-38.4393219084096,1,13,BURGLARY-RESIDENCE
25-Oct-2044 11:23:00,26.6193056373301,-38.4425037347677,1,5,ROBBERY-PEDESTRIAN
12-Oct-2044 22:00:00,26.6271939244751,-38.4425501212441,5,10,LARCENY-FROM VEHICLE
21-Jun-2044 19:00:00,26.6230181241173,-38.4460849559471,1,10,LARCENY-NON VEHICLE
15-May-2044 00:00:00,26.6211534109054,-38.442371970598,1,15,LARCENY-NON VEHICLE
14-Feb-2044 23:30:00,26.6185118665125,-38.4431856500833,1,10,LARCENY-FROM VEHICLE
11-Mar-2044 18:45:00,26.6157968635782,-38.4408545422532,2,13,BURGLARY-RESIDENCE
11-Aug-2044 02:55:00,26.6228668973309,-38.444462142277,1,17,AGG ASSAULT
01-Dec-2044 19:47:00,26.621879020132,-38.4425999538943,2,13,AGG ASSAULT
18-Jul-2044 04:00:00,26.6224557260868,-38.4435289319919,1,13,AUTO THEFT
12-Mar-2044 10:00:00,26.6184753045811,-38.4443315149064,1,10,LARCENY-FROM VEHICLE
02-Mar-2044 15:50:00,26.6178290230221,-38.4421003080723,1,10,AUTO THEFT
31-Jul-2044 23:00:00,26.6186853687819,-38.4399137643419,1,17,LARCENY-FROM VEHICLE
29-Dec-2044 09:00:00,26.6185793842133,-38.4424941776111,1,13,BURGLARY-RESIDENCE
25-Sep-2044 16:11:00,26.619548904414,-38.4448438988274,1,15,LARCENY-FROM VEHICLE
10-Aug-2044 16:00:00,26.6203291137671,-38.442260078848,1,22,AGG ASSAULT
05-Dec-2044 08:30:00,26.6236863322144,-38.4448795967585,1,15,LARCENY-FROM VEHICLE
15-Apr-2044 13:30:00,26.6263829844112,-38.4435949707894,1,0,LARCENY-FROM VEHICLE
20-Feb-2044 05:00:00,26.6162058223366,-38.4441495521354,6,10,LARCENY-FROM VEHICLE
08-Apr-2044 17:30:00,26.6235090802852,-38.4397804686665,1,1,LARCENY-NON VEHICLE
04-Mar-2044 00:30:00,26.6192346923449,-38.4439744672493,1,17,AGG ASSAULT
08-Sep-2044 01:00:00,26.6238041517982,-38.4435834202015,1,13,LARCENY-FROM VEHICLE
05-Mar-2044 18:30:00,26.6235617991265,-38.4429072307465,1,13,BURGLARY-RESIDENCE
14-Sep-2044 13:10:00,26.6163575570184,-38.4436204462129,1,13,BURGLARY-RESIDENCE
13-Sep-2044 04:40:00,26.6204853775636,-38.4425575671597,1,28,LARCENY-FROM VEHICLE
08-Feb-2044 10:15:00,26.6189624446155,-38.4436164462062,6,10,LARCENY-FROM VEHICLE
17-Aug-2044 21:00:00,26.6200472898498,-38.4422609490948,1,3,AGG ASSAULT
04-Jul-2044 08:26:00,26.6197596720636,-38.4438288854954,1,10,AUTO THEFT
21-Dec-2044 00:30:00,26.618629474567,-38.4442096280191,2,10,LARCENY-FROM VEHICLE
25-Mar-2044 16:00:00,26.6217033693922,-38.4426195799187,1,13,BURGLARY-RESIDENCE
01-May-2044 22:00:00,26.6263083683423,-38.4432863454635,1,10,AUTO THEFT
19-May-2044 19:00:00,26.6174326251056,-38.4406823697154,1,10,LARCENY-FROM VEHICLE
30-Aug-2044 20:40:00,26.6211517669938,-38.4442762156168,1,13,BURGLARY-RESIDENCE
17-Jan-2044 09:00:00,26.616233479595,-38.4450339134166,1,17,LARCENY-NON VEHICLE
14-Feb-2044 01:00:00,26.6213787986739,-38.4411001991408,2,28,LARCENY-FROM VEHICLE
25-Jun-2044 23:30:00,26.6190483095404,-38.4423889124474,1,17,LARCENY-NON VEHICLE
02-May-2044 20:30:00,26.6210286611123,-38.4426041834711,1,5,AGG ASSAULT
08-Apr-2044 21:00:00,26.6178435002842,-38.4423026711091,1,5,LARCENY-NON VEHICLE
26-Oct-2044 10:46:00,26.6189510772791,-38.4419129744474,1,5,LARCENY-FROM VEHICLE
20-Jun-2044 23:00:00,26.6217479466447,-38.4411395167919,1,13,LARCENY-NON VEHICLE
20-Dec-2044 14:00:00,26.6167368293598,-38.4440003562014,1,31,LARCENY-NON VEHICLE
04-Mar-2044 13:30:00,26.6272204681306,-38.4426689494151,1,10,AUTO THEFT
07-Oct-2044 00:00:00,26.6193691419233,-38.4429184963997,1,5,LARCENY-FROM VEHICLE
28-Apr-2044 21:00:00,26.6218283572073,-38.443119757237,1,0,LARCENY-NON VEHICLE
05-Jun-2044 01:08:00,26.6175723486314,-38.4432523059393,1,10,LARCENY-FROM VEHICLE
14-Nov-2044 03:45:00,26.6211929773044,-38.4421224076221,1,5,AGG ASSAULT
10-Apr-2044 16:00:00,26.6216911730936,-38.4442151895936,1,0,AGG ASSAULT
08-Mar-2044 14:00:00,0,0,1,6,RAPE
18-Aug-2044 12:00:00,26.6204825122683,-38.4445991839596,1,13,BURGLARY-RESIDENCE
24-Aug-2044 02:20:00,26.6242979466919,-38.4458457233525,1,4,ROBBERY-PEDESTRIAN
03-Apr-2044 00:00:00,26.615855992336,-38.4447988274701,1,10,AUTO THEFT
03-Jan-2045 23:30:00,26.6236689594798,-38.4470633456463,1,19,LARCENY-FROM VEHICLE
17-Jan-2044 18:00:00,26.6180009210777,-38.4426374331793,2,17,BURGLARY-RESIDENCE
04-Dec-2044 22:25:00,26.6179883321042,-38.443272065703,1,13,LARCENY-FROM VEHICLE
10-Nov-2044 17:16:00,26.6245107080411,-38.4402142365016,2,1,LARCENY-NON VEHICLE
10-Oct-2044 02:03:00,26.6185735058199,-38.4431921950083,1,0,AGG ASSAULT
13-Jun-2044 19:05:00,26.6191572175656,-38.4439875473545,1,10,LARCENY-FROM VEHICLE
15-Mar-2044 05:45:00,26.620530383699,-38.4413194811833,1,0,BURGLARY-RESIDENCE
27-May-2044 08:30:00,26.6259520485107,-38.4429460163775,1,13,BURGLARY-RESIDENCE
20-Jul-2044 14:00:00,26.6208110514623,-38.4400272420667,1,21,ROBBERY-PEDESTRIAN
06-Nov-2044 19:50:00,26.6225258291465,-38.4435403126694,2,13,LARCENY-NON VEHICLE
30-Nov-2044 13:00:00,26.6249714209019,-38.4435088200602,1,5,LARCENY-NON VEHICLE
30-Aug-2044 15:30:00,26.6185372206593,-38.4413531793153,1,32,LARCENY-NON VEHICLE
13-Jul-2044 12:45:00,26.6194708096374,-38.4473061473249,1,13,BURGLARY-RESIDENCE
17-Aug-2044 14:48:00,26.6219630551243,-38.4407352839114,1,16,LARCENY-NON VEHICLE
05-Nov-2044 14:00:00,26.6167052374757,-38.4447017680294,1,10,LARCENY-FROM VEHICLE
23-Dec-2044 21:00:00,26.6195841371809,-38.4447383106766,1,30,LARCENY-NON VEHICLE
11-May-2044 14:00:00,26.6162471928004,-38.4447232619723,1,0,LARCENY-FROM VEHICLE
24-Jan-2044 21:00:00,26.6207969525382,-38.4430964187656,1,0,LARCENY-FROM VEHICLE
21-Jun-2044 17:30:00,26.62248349978,-38.4454857151925,1,13,LARCENY-FROM VEHICLE
07-Sep-2044 13:00:00,26.6214433205965,-38.4437797955149,1,13,BURGLARY-RESIDENCE
15-Aug-2044 15:10:00,26.6211362930706,-38.439979276386,NaN,0,HOMICIDE
25-Aug-2044 11:30:00,26.6149816965782,-38.4453593039729,1,5,LARCENY-FROM VEHICLE
28-Mar-2044 00:33:00,26.6234720716794,-38.4426631969762,1,10,LARCENY-FROM VEHICLE
10-Jul-2044 03:45:00,26.6200029163745,-38.4420115089447,2,10,AUTO THEFT
08-Aug-2044 05:15:00,26.6185945878681,-38.442707983596,1,16,LARCENY-NON VEHICLE
28-Jul-2044 22:30:00,26.6190378416425,-38.4406572819774,1,5,AUTO THEFT
08-Jul-2044 09:00:00,26.6174137211272,-38.4438917229572,1,0,LARCENY-NON VEHICLE
08-Apr-2044 11:00:00,26.6221372292917,-38.4453381613866,1,13,BURGLARY-RESIDENCE
11-Aug-2044 08:29:00,26.6208047223269,-38.4396557343575,1,17,BURGLARY-RESIDENCE
23-Oct-2044 08:10:00,26.6203440581538,-38.4433886133308,1,0,LARCENY-NON VEHICLE
18-Jan-2044 17:50:00,26.620634102879,-38.440343880536,1,13,BURGLARY-RESIDENCE
17-Mar-2044 13:00:00,26.6191146872398,-38.4439914792016,1,10,LARCENY-FROM VEHICLE
05-Jan-2045 01:30:00,26.6186376770055,-38.4429619833454,1,10,LARCENY-FROM VEHICLE
30-Nov-2044 01:58:00,26.6167509542107,-38.4445651160517,1,15,AGG ASSAULT
27-Nov-2044 03:00:00,26.6171211283713,-38.4435878042436,1,13,LARCENY-FROM VEHICLE
22-May-2044 23:30:00,26.6193069826001,-38.4419928076812,1,10,AUTO THEFT
30-May-2044 01:00:00,26.624166328777,-38.4448728505795,1,17,LARCENY-FROM VEHICLE
01-Nov-2044 22:10:00,26.6238557845906,-38.4432503223597,1,10,BURGLARY-NONRES
06-Nov-2044 21:00:00,26.6207782908322,-38.4430597305247,1,0,LARCENY-FROM VEHICLE
21-Jun-2044 01:01:00,0,0,1,0,RAPE
22-Apr-2044 12:14:00,26.6224989810721,-38.4429885748052,1,13,BURGLARY-RESIDENCE
03-Mar-2044 17:45:00,26.6177996577307,-38.4418581194754,1,5,LARCENY-FROM VEHICLE
