,incident_datetime,incident_cord_x,incident_cord_y,num_victims,location_type,Crime_Type
69,10-Jul-2044 22:30:00,26.6239947147019,-38.442869614860705,1.0,17,LARCENY-FROM VEHICLE
70,13-Aug-2044 19:00:00,26.617165880426196,-38.4441440370004,1.0,10,LARCENY-FROM VEHICLE
71,27-Nov-2044 05:00:00,26.620668638045,-38.4432458705439,1.0,17,BURGLARY-RESIDENCE
72,01-Oct-2044 05:00:00,26.6174697352669,-38.4432920470299,1.0,10,AUTO THEFT
73,12-Jun-2044 14:30:00,26.617131961272396,-38.441334592400395,1.0,16,LARCENY-NON VEHICLE
74,16-Aug-2044 18:00:00,26.6233412650176,-38.445718185799606,1.0,13,AUTO THEFT
75,09-Aug-2044 04:12:00,26.6201092378619,-38.4410140159217,1.0,17,AGG ASSAULT
76,23-Sep-2044 23:00:00,26.6196125849062,-38.443840128729995,1.0,5,LARCENY-FROM VEHICLE
77,26-Jul-2044 18:32:00,26.6261788149157,-38.4425872625306,3.0,17,ROBBERY-RESIDENCE
78,27-Mar-2044 17:41:00,26.6190127358577,-38.4426892795246,1.0,14,LARCENY-NON VEHICLE
79,12-Nov-2044 18:00:00,26.6184694462784,-38.4430171680893,1.0,5,AUTO THEFT
80,29-May-2044 15:00:00,26.6264969142076,-38.4436128648962,1.0,10,AUTO THEFT
81,05-Feb-2044 09:20:00,26.622728819833004,-38.446739257724104,2.0,10,LARCENY-FROM VEHICLE
82,26-Jul-2044 08:45:00,26.6167788169912,-38.4450318569713,1.0,14,LARCENY-FROM VEHICLE
83,10-Nov-2044 02:00:00,26.6188385944908,-38.4400917386113,1.0,17,AGG ASSAULT
84,19-May-2044 10:00:00,26.620134775813103,-38.4471045523672,1.0,5,LARCENY-FROM VEHICLE
85,01-Dec-2044 23:00:00,26.618285673568696,-38.4431111135785,1.0,22,LARCENY-NON VEHICLE
86,29-Oct-2044 16:00:00,26.6198727262791,-38.443813636683295,1.0,5,LARCENY-FROM VEHICLE
87,15-Feb-2044 23:45:00,26.6193310599195,-38.4425389924257,1.0,10,LARCENY-FROM VEHICLE
88,25-Aug-2044 13:00:00,26.6203794958769,-38.4434467966835,1.0,13,BURGLARY-RESIDENCE
89,17-Feb-2044 19:30:00,26.6203291137671,-38.442260078848,1.0,17,AGG ASSAULT
90,24-Oct-2044 02:57:00,26.6192294506085,-38.4414072593474,0.0,13,LARCENY-NON VEHICLE
91,19-Oct-2044 16:00:00,26.6161163012193,-38.4399417590094,1.0,13,BURGLARY-RESIDENCE
92,04-Jul-2044 22:09:00,26.6171581435973,-38.441277208448,1.0,31,LARCENY-NON VEHICLE
93,28-Aug-2044 03:00:00,26.620969217955103,-38.44343525112,1.0,13,LARCENY-FROM VEHICLE
94,08-Sep-2044 17:00:00,26.6202839426152,-38.4422744120215,1.0,17,BURGLARY-RESIDENCE
95,09-Jan-2044 12:00:00,26.621530863111897,-38.443691302070604,1.0,13,ROBBERY-RESIDENCE
96,19-Aug-2044 06:05:00,26.6220365294587,-38.4427900801761,1.0,13,BURGLARY-RESIDENCE
97,12-May-2044 00:00:00,26.6191084736137,-38.4405983861299,1.0,33,BURGLARY-NONRES
98,12-Oct-2044 23:00:00,26.6164561860083,-38.4438858871952,1.0,10,LARCENY-FROM VEHICLE
99,13-Apr-2044 19:40:00,26.6205865209054,-38.443128374317205,1.0,14,LARCENY-FROM VEHICLE
100,13-Jan-2044 23:15:00,26.6180399953626,-38.4426857841176,2.0,5,ROBBERY-PEDESTRIAN
101,17-Jan-2044 05:26:00,26.6210881876621,-38.443804948308795,1.0,30,ROBBERY-COMMERCIAL
102,02-Jan-2045 15:28:00,26.6210999527904,-38.442764899688605,1.0,13,ROBBERY-RESIDENCE
103,20-Feb-2044 20:40:00,26.616308664503197,-38.443448266290495,1.0,33,AGG ASSAULT
104,31-Oct-2044 18:00:00,26.620601245374104,-38.443165018608205,1.0,5,LARCENY-NON VEHICLE
105,27-Jun-2044 15:00:00,26.617232277084497,-38.4448970232704,1.0,10,LARCENY-FROM VEHICLE
106,20-Apr-2044 08:00:00,26.621669540251197,-38.4424141003195,2.0,17,BURGLARY-RESIDENCE
107,29-Oct-2044 08:30:00,26.618654958365504,-38.4430658149436,1.0,10,LARCENY-NON VEHICLE
108,28-Jul-2044 16:07:00,26.617419640326702,-38.4424076584043,1.0,5,LARCENY-FROM VEHICLE
109,12-Nov-2044 15:40:00,26.616247192800397,-38.4447232619723,1.0,31,LARCENY-NON VEHICLE
110,30-Sep-2044 01:01:00,26.622697439767,-38.4452118264405,1.0,13,AUTO THEFT
111,13-Jun-2044 13:30:00,26.619825979021396,-38.443597247401,1.0,10,LARCENY-FROM VEHICLE
112,17-Nov-2044 08:50:00,26.621138622869502,-38.439727847479894,1.0,13,LARCENY-NON VEHICLE
113,28-Mar-2044 01:20:00,26.6190425363398,-38.4421262371495,1.0,18,AGG ASSAULT
114,01-Feb-2044 13:00:00,26.622194432845696,-38.440577667377504,1.0,17,LARCENY-NON VEHICLE
115,05-Nov-2044 01:00:00,26.6222229355313,-38.443367695957704,1.0,13,LARCENY-NON VEHICLE
116,04-Aug-2044 01:00:00,26.618242794551502,-38.442372446312795,1.0,5,AGG ASSAULT
117,01-Oct-2044 16:30:00,26.6220074619778,-38.443172683385896,1.0,14,AUTO THEFT
118,25-Mar-2044 16:34:00,26.620982322865,-38.440149359169,1.0,5,AGG ASSAULT
119,30-Jul-2044 23:18:00,26.6268850090321,-38.4433520203291,1.0,13,LARCENY-FROM VEHICLE
120,18-Aug-2044 21:45:00,26.6203794809269,-38.443282692622795,1.0,5,LARCENY-FROM VEHICLE
121,16-Jan-2044 19:00:00,26.620620446308198,-38.4410705376568,1.0,17,LARCENY-FROM VEHICLE
122,01-Dec-2044 17:00:00,26.617078209390996,-38.442381089022206,1.0,15,LARCENY-NON VEHICLE
123,17-Sep-2044 16:30:00,26.6171138974747,-38.44174994956779,1.0,14,LARCENY-NON VEHICLE
124,08-Aug-2044 13:00:00,26.621482011992303,-38.443679712382604,1.0,13,BURGLARY-RESIDENCE
125,09-Dec-2044 14:00:00,26.6201993050811,-38.441462039868,1.0,15,LARCENY-FROM VEHICLE
126,02-Apr-2044 16:15:00,26.622459271828102,-38.4444612735709,1.0,5,LARCENY-FROM VEHICLE
127,10-Feb-2044 10:30:00,26.62032642206,-38.442152672868296,1.0,19,BURGLARY-NONRES
128,17-Jun-2044 16:38:00,26.616020608348798,-38.4448170084691,1.0,31,LARCENY-NON VEHICLE
129,16-Apr-2044 20:59:00,26.6277062600536,-38.444607752498996,1.0,33,LARCENY-NON VEHICLE
130,17-Jun-2044 23:00:00,26.618716714373,-38.442708063914,1.0,10,LARCENY-FROM VEHICLE
131,06-May-2044 16:30:00,26.6239570981484,-38.446688487182996,1.0,26,LARCENY-NON VEHICLE
132,01-Oct-2044 10:00:00,26.624688080124997,-38.44528079058679,1.0,13,AGG ASSAULT
133,01-Sep-2044 23:00:00,26.6174803945798,-38.4431878579663,1.0,13,AUTO THEFT
134,17-May-2044 03:17:00,26.623002896027103,-38.445749828829705,1.0,5,AGG ASSAULT
135,23-Nov-2044 14:10:00,26.6198345413698,-38.4435972871995,1.0,10,LARCENY-FROM VEHICLE
136,17-Apr-2044 03:00:00,26.6172656290026,-38.4417444477065,1.0,5,ROBBERY-PEDESTRIAN
137,03-Jul-2044 14:00:00,26.6271939244751,-38.4425501212441,1.0,10,LARCENY-NON VEHICLE
138,09-Mar-2044 20:30:00,26.6195841371809,-38.444738310676605,1.0,31,LARCENY-NON VEHICLE
139,09-Dec-2044 17:30:00,26.6179605607337,-38.442809788180206,1.0,33,LARCENY-FROM VEHICLE
140,27-Aug-2044 16:00:00,26.6181266844097,-38.441190963209,1.0,4,LARCENY-NON VEHICLE
141,24-Feb-2044 21:45:00,26.6212471066925,-38.4463655604751,1.0,15,LARCENY-FROM VEHICLE
142,29-Aug-2044 19:00:00,26.6271939244751,-38.4425501212441,1.0,10,AUTO THEFT
143,10-Jun-2044 09:00:00,26.622271533148197,-38.4453562271415,1.0,13,LARCENY-NON VEHICLE
144,06-Feb-2044 03:30:00,26.6204853775636,-38.4425575671597,1.0,14,AUTO THEFT
145,16-Feb-2044 15:30:00,26.6184712008711,-38.4418871466196,1.0,5,LARCENY-FROM VEHICLE
146,13-Jul-2044 21:14:00,26.623561204997,-38.44517026255,1.0,10,LARCENY-FROM VEHICLE
147,21-Dec-2044 11:00:00,26.624170642318397,-38.4467412399686,1.0,33,LARCENY-FROM VEHICLE
148,10-Sep-2044 16:00:00,26.6275295077842,-38.443876850288795,1.0,13,AUTO THEFT
149,05-Feb-2044 13:00:00,26.6271006694142,-38.442542275149606,3.0,33,LARCENY-FROM VEHICLE
150,24-Jun-2044 15:00:00,26.621349948776604,-38.440316172237,1.0,10,AUTO THEFT
151,30-May-2044 02:22:00,26.619417357193605,-38.4426491723926,3.0,10,ROBBERY-PEDESTRIAN
152,18-Sep-2044 01:00:00,26.616127290311898,-38.4444858080532,3.0,10,LARCENY-FROM VEHICLE
153,31-May-2044 13:00:00,26.617896202972897,-38.4418440250929,1.0,10,LARCENY-NON VEHICLE
154,27-Jun-2044 18:00:00,26.61968540896,-38.441812456863396,1.0,33,LARCENY-NON VEHICLE
155,31-Aug-2044 13:00:00,26.6206631054426,-38.4430093586136,1.0,5,LARCENY-FROM VEHICLE
156,01-Oct-2044 10:10:00,26.6198345413698,-38.4435972871995,1.0,10,LARCENY-FROM VEHICLE
157,06-Jun-2044 09:00:00,26.6260993228092,-38.443549356028,1.0,13,AUTO THEFT
158,02-Jan-2045 20:39:00,26.6197677776156,-38.4416058758082,0.0,30,LARCENY-NON VEHICLE
159,21-Dec-2044 20:50:00,26.615943550874402,-38.4398915812184,1.0,13,AGG ASSAULT
160,05-Oct-2044 20:00:00,26.6208035104874,-38.44357039634821,1.0,2,AGG ASSAULT
161,01-Aug-2044 02:00:00,26.619053893277197,-38.4405424991824,1.0,13,LARCENY-NON VEHICLE
162,21-Dec-2044 16:15:00,26.6256621248068,-38.4462321093093,2.0,13,LARCENY-FROM VEHICLE
163,15-Jan-2044 15:00:00,26.619563131822602,-38.441334119668205,1.0,5,AGG ASSAULT
164,27-Feb-2044 20:30:00,26.6239844943349,-38.443355620908896,1.0,13,BURGLARY-RESIDENCE
165,08-May-2044 20:00:00,26.620856322171196,-38.4463941641038,1.0,13,LARCENY-NON VEHICLE
166,25-Jan-2044 18:30:00,26.6166183451231,-38.441232583329,3.0,10,LARCENY-FROM VEHICLE
167,02-Jan-2045 20:00:00,26.6167090570992,-38.4417361152795,1.0,5,LARCENY-FROM VEHICLE
168,06-May-2044 07:30:00,26.622193759727203,-38.446762625179,1.0,13,BURGLARY-RESIDENCE
169,06-Nov-2044 01:00:00,26.6189897683978,-38.4424855945614,1.0,10,LARCENY-FROM VEHICLE
170,10-Sep-2044 15:30:00,26.618716714373,-38.442708063914,1.0,5,ROBBERY-PEDESTRIAN
171,06-May-2044 14:05:00,26.617319769573697,-38.4442006420361,1.0,17,BURGLARY-RESIDENCE
172,22-Sep-2044 20:50:00,26.619888672420398,-38.4438042205745,1.0,14,LARCENY-FROM VEHICLE
173,28-Aug-2044 23:00:00,26.6207135496282,-38.4432909398594,1.0,33,ROBBERY-PEDESTRIAN
174,26-Sep-2044 18:44:00,26.616247192800397,-38.4447232619723,1.0,31,LARCENY-NON VEHICLE
175,12-Apr-2044 22:30:00,26.619697121497897,-38.4416347619045,1.0,2,AGG ASSAULT
176,19-Apr-2044 14:26:00,26.6198838003326,-38.440241181715,1.0,13,ROBBERY-PEDESTRIAN
177,18-May-2044 15:49:00,26.620592772390104,-38.4410022332824,1.0,17,ROBBERY-PEDESTRIAN
178,24-Jun-2044 12:15:00,26.620005547450198,-38.4434806084205,1.0,32,LARCENY-FROM VEHICLE
179,05-Sep-2044 02:00:00,26.615788401258502,-38.440542248779394,1.0,13,LARCENY-FROM VEHICLE
180,25-Jan-2044 19:30:00,26.621062801280697,-38.4430506906499,2.0,13,BURGLARY-RESIDENCE
181,25-Oct-2044 03:49:00,26.6167540753195,-38.44127704880621,2.0,13,LARCENY-FROM VEHICLE
182,07-Sep-2044 19:50:00,26.627009555036203,-38.4440852961053,1.0,13,AGG ASSAULT
183,05-Feb-2044 13:00:00,26.6179605607337,-38.442809788180206,3.0,26,AGG ASSAULT
184,15-Oct-2044 01:25:00,26.6195843214687,-38.4467318236319,1.0,10,AUTO THEFT
185,05-May-2044 17:00:00,26.6214078290803,-38.4411626617881,1.0,16,ROBBERY-PEDESTRIAN
186,22-Nov-2044 16:56:00,26.6185945878681,-38.442707983596,1.0,4,LARCENY-NON VEHICLE
187,12-Dec-2044 21:00:00,26.6208211099902,-38.4393219084096,1.0,13,BURGLARY-RESIDENCE
188,25-Oct-2044 11:23:00,26.619305637330104,-38.442503734767705,1.0,5,ROBBERY-PEDESTRIAN
189,12-Oct-2044 22:00:00,26.6271939244751,-38.4425501212441,5.0,10,LARCENY-FROM VEHICLE
190,21-Jun-2044 19:00:00,26.6230181241173,-38.4460849559471,1.0,10,LARCENY-NON VEHICLE
191,15-May-2044 00:00:00,26.6211534109054,-38.442371970598,1.0,15,LARCENY-NON VEHICLE
192,14-Feb-2044 23:30:00,26.6185118665125,-38.4431856500833,1.0,10,LARCENY-FROM VEHICLE
193,11-Mar-2044 18:45:00,26.6157968635782,-38.440854542253206,2.0,13,BURGLARY-RESIDENCE
194,11-Aug-2044 02:55:00,26.622866897330898,-38.444462142277004,1.0,17,AGG ASSAULT
195,01-Dec-2044 19:47:00,26.621879020132,-38.442599953894295,2.0,13,AGG ASSAULT
196,18-Jul-2044 04:00:00,26.6224557260868,-38.4435289319919,1.0,13,AUTO THEFT
197,12-Mar-2044 10:00:00,26.618475304581104,-38.444331514906395,1.0,10,LARCENY-FROM VEHICLE
198,02-Mar-2044 15:50:00,26.617829023022104,-38.4421003080723,1.0,10,AUTO THEFT
199,31-Jul-2044 23:00:00,26.6186853687819,-38.439913764341895,1.0,17,LARCENY-FROM VEHICLE
200,29-Dec-2044 09:00:00,26.618579384213298,-38.4424941776111,1.0,13,BURGLARY-RESIDENCE
201,25-Sep-2044 16:11:00,26.619548904414,-38.4448438988274,1.0,15,LARCENY-FROM VEHICLE
202,10-Aug-2044 16:00:00,26.6203291137671,-38.442260078848,1.0,22,AGG ASSAULT
203,05-Dec-2044 08:30:00,26.623686332214398,-38.4448795967585,1.0,15,LARCENY-FROM VEHICLE
204,15-Apr-2044 13:30:00,26.6263829844112,-38.4435949707894,1.0,15,LARCENY-FROM VEHICLE
205,20-Feb-2044 05:00:00,26.616205822336603,-38.4441495521354,6.0,10,LARCENY-FROM VEHICLE
206,08-Apr-2044 17:30:00,26.623509080285203,-38.4397804686665,1.0,1,LARCENY-NON VEHICLE
207,04-Mar-2044 00:30:00,26.6192346923449,-38.4439744672493,1.0,17,AGG ASSAULT
208,08-Sep-2044 01:00:00,26.6238041517982,-38.4435834202015,1.0,13,LARCENY-FROM VEHICLE
209,05-Mar-2044 18:30:00,26.623561799126502,-38.4429072307465,1.0,13,BURGLARY-RESIDENCE
210,14-Sep-2044 13:10:00,26.6163575570184,-38.4436204462129,1.0,13,BURGLARY-RESIDENCE
211,13-Sep-2044 04:40:00,26.6204853775636,-38.4425575671597,1.0,28,LARCENY-FROM VEHICLE
212,08-Feb-2044 10:15:00,26.6189624446155,-38.4436164462062,6.0,10,LARCENY-FROM VEHICLE
213,17-Aug-2044 21:00:00,26.6200472898498,-38.442260949094795,1.0,3,AGG ASSAULT
214,04-Jul-2044 08:26:00,26.619759672063605,-38.4438288854954,1.0,10,AUTO THEFT
215,21-Dec-2044 00:30:00,26.618629474566998,-38.4442096280191,2.0,10,LARCENY-FROM VEHICLE
216,25-Mar-2044 16:00:00,26.6217033693922,-38.442619579918706,1.0,13,BURGLARY-RESIDENCE
217,01-May-2044 22:00:00,26.6263083683423,-38.4432863454635,1.0,10,AUTO THEFT
218,19-May-2044 19:00:00,26.6174326251056,-38.4406823697154,1.0,10,LARCENY-FROM VEHICLE
219,30-Aug-2044 20:40:00,26.621151766993798,-38.444276215616796,1.0,13,BURGLARY-RESIDENCE
220,17-Jan-2044 09:00:00,26.616233479595,-38.4450339134166,1.0,17,LARCENY-NON VEHICLE
221,14-Feb-2044 01:00:00,26.6213787986739,-38.4411001991408,2.0,28,LARCENY-FROM VEHICLE
222,25-Jun-2044 23:30:00,26.6190483095404,-38.4423889124474,1.0,17,LARCENY-NON VEHICLE
223,02-May-2044 20:30:00,26.621028661112298,-38.442604183471104,1.0,5,AGG ASSAULT
224,08-Apr-2044 21:00:00,26.6178435002842,-38.4423026711091,1.0,5,LARCENY-NON VEHICLE
225,26-Oct-2044 10:46:00,26.6189510772791,-38.4419129744474,1.0,5,LARCENY-FROM VEHICLE
226,20-Jun-2044 23:00:00,26.621747946644696,-38.4411395167919,1.0,13,LARCENY-NON VEHICLE
227,20-Dec-2044 14:00:00,26.616736829359798,-38.4440003562014,1.0,31,LARCENY-NON VEHICLE
228,04-Mar-2044 13:30:00,26.627220468130602,-38.4426689494151,1.0,10,AUTO THEFT
229,07-Oct-2044 00:00:00,26.6193691419233,-38.442918496399706,1.0,5,LARCENY-FROM VEHICLE
230,28-Apr-2044 21:00:00,26.621828357207303,-38.443119757237,1.0,4,LARCENY-NON VEHICLE
231,05-Jun-2044 01:08:00,26.617572348631395,-38.443252305939296,1.0,10,LARCENY-FROM VEHICLE
232,14-Nov-2044 03:45:00,26.621192977304396,-38.4421224076221,1.0,5,AGG ASSAULT
233,10-Apr-2044 16:00:00,26.621691173093602,-38.4442151895936,1.0,15,AGG ASSAULT
234,08-Mar-2044 14:00:00,0.0,0.0,1.0,6,RAPE
235,18-Aug-2044 12:00:00,26.6204825122683,-38.4445991839596,1.0,13,BURGLARY-RESIDENCE
236,24-Aug-2044 02:20:00,26.6242979466919,-38.4458457233525,1.0,4,ROBBERY-PEDESTRIAN
237,03-Apr-2044 00:00:00,26.615855992336,-38.4447988274701,1.0,10,AUTO THEFT
238,03-Jan-2045 23:30:00,26.6236689594798,-38.44706334564629,1.0,19,LARCENY-FROM VEHICLE
239,17-Jan-2044 18:00:00,26.618000921077698,-38.4426374331793,2.0,17,BURGLARY-RESIDENCE
240,04-Dec-2044 22:25:00,26.6179883321042,-38.443272065703,1.0,13,LARCENY-FROM VEHICLE
241,10-Nov-2044 17:16:00,26.6245107080411,-38.4402142365016,2.0,1,LARCENY-NON VEHICLE
242,10-Oct-2044 02:03:00,26.6185735058199,-38.443192195008294,1.0,10,AGG ASSAULT
243,13-Jun-2044 19:05:00,26.619157217565604,-38.443987547354496,1.0,10,LARCENY-FROM VEHICLE
244,15-Mar-2044 05:45:00,26.620530383699002,-38.44131948118329,1.0,17,BURGLARY-RESIDENCE
245,27-May-2044 08:30:00,26.625952048510698,-38.442946016377505,1.0,13,BURGLARY-RESIDENCE
246,20-Jul-2044 14:00:00,26.6208110514623,-38.440027242066705,1.0,21,ROBBERY-PEDESTRIAN
247,06-Nov-2044 19:50:00,26.6225258291465,-38.4435403126694,2.0,13,LARCENY-NON VEHICLE
248,30-Nov-2044 13:00:00,26.6249714209019,-38.4435088200602,1.0,5,LARCENY-NON VEHICLE
249,30-Aug-2044 15:30:00,26.6185372206593,-38.44135317931529,1.0,32,LARCENY-NON VEHICLE
250,13-Jul-2044 12:45:00,26.6194708096374,-38.4473061473249,1.0,13,BURGLARY-RESIDENCE
251,17-Aug-2044 14:48:00,26.6219630551243,-38.4407352839114,1.0,16,LARCENY-NON VEHICLE
252,05-Nov-2044 14:00:00,26.6167052374757,-38.4447017680294,1.0,10,LARCENY-FROM VEHICLE
253,23-Dec-2044 21:00:00,26.6195841371809,-38.444738310676605,1.0,30,LARCENY-NON VEHICLE
254,11-May-2044 14:00:00,26.616247192800397,-38.4447232619723,1.0,31,LARCENY-FROM VEHICLE
255,24-Jan-2044 21:00:00,26.6207969525382,-38.4430964187656,1.0,5,LARCENY-FROM VEHICLE
256,21-Jun-2044 17:30:00,26.622483499779996,-38.4454857151925,1.0,13,LARCENY-FROM VEHICLE
257,07-Sep-2044 13:00:00,26.621443320596498,-38.4437797955149,1.0,13,BURGLARY-RESIDENCE
